org/joda/time/Partial.java#224#class org.eclipse.jdt.core.dom.ThrowStatement
org/joda/time/Partial.java#202#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/Partial.java#199#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/Partial.java#196#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/Partial.java#335#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/Partial.java#192#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/Partial.java#193#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/Partial.java#190#class org.eclipse.jdt.core.dom.SuperConstructorInvocation
org/joda/time/Partial.java#191#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/Partial.java#323#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/Partial.java#311#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/base/AbstractPartial.java#170#class org.eclipse.jdt.core.dom.ForStatement
org/joda/time/base/AbstractPartial.java#171#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/DurationFieldType.java#292#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/DateTimeFieldType.java#378#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/tz/DateTimeZoneBuilder.java#1544#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/tz/DateTimeZoneBuilder.java#1580#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/BuddhistChronology.java#86#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/field/BaseDateTimeField.java#818#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/field/BaseDateTimeField.java#804#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/BaseChronology.java#213#class org.eclipse.jdt.core.dom.MethodDeclaration
org/joda/time/chrono/BaseChronology.java#207#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/BaseChronology.java#199#class org.eclipse.jdt.core.dom.ForStatement
org/joda/time/chrono/BaseChronology.java#200#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/chrono/BaseChronology.java#201#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/chrono/BaseChronology.java#202#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/field/BaseDateTimeField.java#772#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/BaseChronology.java#192#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/field/BaseDateTimeField.java#758#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/BaseChronology.java#183#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/chrono/BaseChronology.java#184#class org.eclipse.jdt.core.dom.ForStatement
org/joda/time/chrono/BaseChronology.java#185#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/chrono/BaseChronology.java#186#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/chrono/BaseChronology.java#187#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/CopticChronology.java#89#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/base/AbstractPartial.java#105#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/ZonedChronology.java#632#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/ZonedChronology.java#378#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/ZonedChronology.java#532#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/DurationFieldType.java#284#class org.eclipse.jdt.core.dom.SwitchStatement
org/joda/time/DurationFieldType.java#282#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/base/AbstractInstant.java#260#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/GJChronology.java#214#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/GJChronology.java#400#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/GJChronology.java#209#class org.eclipse.jdt.core.dom.ForStatement
org/joda/time/chrono/GJChronology.java#210#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#211#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/GJChronology.java#409#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/GJChronology.java#285#class org.eclipse.jdt.core.dom.MethodDeclaration
org/joda/time/chrono/GJChronology.java#490#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/GJChronology.java#224#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#225#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#284#class org.eclipse.jdt.core.dom.SuperConstructorInvocation
org/joda/time/chrono/ZonedChronology.java#518#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/ZonedChronology.java#514#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/ZonedChronology.java#565#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/ZonedChronology.java#582#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/GJChronology.java#323#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/GJChronology.java#324#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/GJChronology.java#310#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/GJChronology.java#320#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/ZonedChronology.java#489#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/GJChronology.java#296#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/GJChronology.java#299#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/GJChronology.java#195#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#196#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/chrono/GJChronology.java#197#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/ZonedChronology.java#482#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/chrono/ZonedChronology.java#483#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/Instant.java#144#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/DateTimeZone.java#982#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/DateTimeZone.java#1034#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/DateTimeZone.java#1037#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/DateTimeZone.java#999#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/DateTimeZone.java#1001#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/DateTimeZone.java#1003#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/DateTimeZone.java#1032#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/DateTimeFieldType.java#492#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/ZonedChronology.java#481#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#480#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/LocalDate.java#341#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/LocalDate.java#342#class org.eclipse.jdt.core.dom.MethodDeclaration
org/joda/time/LocalDate.java#335#class org.eclipse.jdt.core.dom.MethodDeclaration
org/joda/time/LocalDate.java#336#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/LocalDate.java#338#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/LocalDate.java#339#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/LocalDate.java#340#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/LocalDate.java#1462#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/base/AbstractInstant.java#259#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/BuddhistChronology.java#110#class org.eclipse.jdt.core.dom.SynchronizedStatement
org/joda/time/chrono/BuddhistChronology.java#111#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/BuddhistChronology.java#112#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/BuddhistChronology.java#114#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/BuddhistChronology.java#116#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/chrono/BuddhistChronology.java#117#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/BuddhistChronology.java#118#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/BuddhistChronology.java#120#class org.eclipse.jdt.core.dom.SynchronizedStatement
org/joda/time/chrono/BuddhistChronology.java#121#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/BuddhistChronology.java#217#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/BuddhistChronology.java#219#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/BuddhistChronology.java#222#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/chrono/BuddhistChronology.java#223#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/BuddhistChronology.java#227#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/BuddhistChronology.java#228#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/BuddhistChronology.java#232#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/BuddhistChronology.java#233#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/BuddhistChronology.java#236#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/BuddhistChronology.java#237#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/BuddhistChronology.java#239#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/BuddhistChronology.java#241#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/BuddhistChronology.java#243#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/BuddhistChronology.java#246#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/BuddhistChronology.java#248#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/BuddhistChronology.java#251#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/BuddhistChronology.java#253#class org.eclipse.jdt.core.dom.MethodDeclaration
org/joda/time/field/SkipUndoDateTimeField.java#54#class org.eclipse.jdt.core.dom.MethodDeclaration
org/joda/time/field/SkipUndoDateTimeField.java#64#class org.eclipse.jdt.core.dom.SuperConstructorInvocation
org/joda/time/field/SkipUndoDateTimeField.java#65#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/field/SkipUndoDateTimeField.java#66#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/field/SkipUndoDateTimeField.java#67#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/field/SkipUndoDateTimeField.java#68#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/field/SkipUndoDateTimeField.java#74#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/field/SkipUndoDateTimeField.java#75#class org.eclipse.jdt.core.dom.MethodDeclaration
org/joda/time/field/SkipUndoDateTimeField.java#87#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/LocalDate.java#610#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/field/SkipUndoDateTimeField.java#88#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/field/SkipUndoDateTimeField.java#89#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/field/SkipUndoDateTimeField.java#91#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/field/SkipUndoDateTimeField.java#95#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/field/SkipDateTimeField.java#82#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/field/DelegatedDateTimeField.java#211#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/BuddhistChronology.java#133#class org.eclipse.jdt.core.dom.SuperConstructorInvocation
org/joda/time/chrono/BuddhistChronology.java#134#class org.eclipse.jdt.core.dom.MethodDeclaration
org/joda/time/chrono/BuddhistChronology.java#67#class org.eclipse.jdt.core.dom.FieldDeclaration
org/joda/time/chrono/BuddhistChronology.java#73#class org.eclipse.jdt.core.dom.FieldDeclaration
org/joda/time/chrono/BuddhistChronology.java#76#class org.eclipse.jdt.core.dom.FieldDeclaration
org/joda/time/field/SkipUndoDateTimeField.java#53#class org.eclipse.jdt.core.dom.ConstructorInvocation
org/joda/time/chrono/BuddhistChronology.java#106#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/GJChronology.java#823#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/GJChronology.java#854#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/GJChronology.java#174#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/LocalDate.java#619#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/GJChronology.java#193#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/field/OffsetDateTimeField.java#153#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/field/OffsetDateTimeField.java#154#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/field/DecoratedDateTimeField.java#83#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/field/SkipDateTimeField.java#100#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/BaseChronology.java#132#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/chrono/AssembledChronology.java#136#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/BaseChronology.java#133#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/BaseChronology.java#134#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#742#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/GJChronology.java#743#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#746#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/BaseChronology.java#135#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/BaseChronology.java#136#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/BaseChronology.java#137#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/BaseChronology.java#138#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/GJChronology.java#675#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/GJChronology.java#943#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/GJChronology.java#593#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/BasicWeekyearDateTimeField.java#229#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/JulianChronology.java#83#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/field/DelegatedDateTimeField.java#186#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/JulianChronology.java#79#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/GJChronology.java#752#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#753#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/GJChronology.java#740#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/GJChronology.java#739#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#940#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/GJChronology.java#738#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/GJChronology.java#75#unknown
org/joda/time/chrono/GJChronology.java#765#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/GJChronology.java#672#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/LocalDate.java#101#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/LocalDate.java#102#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/LocalDate.java#103#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/LocalDate.java#105#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/LocalDate.java#106#unknown
org/joda/time/field/DelegatedDateTimeField.java#245#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/LocalDate.java#96#class org.eclipse.jdt.core.dom.FieldDeclaration
org/joda/time/LocalDate.java#98#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/LocalDate.java#99#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/LocalDate.java#100#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/DateTimeZone.java#1055#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/JulianChronology.java#85#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/JulianChronology.java#207#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/JulianChronology.java#78#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/BasicChronology.java#410#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GregorianChronology.java#209#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/CopticChronology.java#145#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/CopticChronology.java#146#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/CopticChronology.java#184#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/GJChronology.java#816#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/GJChronology.java#796#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/LimitChronology.java#542#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/LimitChronology.java#528#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/GJChronology.java#515#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#516#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#517#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#518#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#519#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#520#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#521#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#522#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#523#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#525#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/BasicYearDateTimeField.java#132#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#514#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/LimitChronology.java#524#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/GJChronology.java#219#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/BasicYearDateTimeField.java#129#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/chrono/GJChronology.java#190#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#231#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#232#class org.eclipse.jdt.core.dom.SynchronizedStatement
org/joda/time/chrono/GJChronology.java#530#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#537#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#539#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#540#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#543#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#545#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#547#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#550#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#552#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#554#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#556#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#557#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#567#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/chrono/GJChronology.java#568#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#573#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/chrono/GJChronology.java#574#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#581#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/chrono/GJChronology.java#583#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#584#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#586#class org.eclipse.jdt.core.dom.MethodDeclaration
org/joda/time/chrono/GJChronology.java#589#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/GJChronology.java#233#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/GJChronology.java#192#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/BasicYearDateTimeField.java#130#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/GJChronology.java#274#class org.eclipse.jdt.core.dom.SuperConstructorInvocation
org/joda/time/chrono/GJChronology.java#275#class org.eclipse.jdt.core.dom.MethodDeclaration
org/joda/time/chrono/BasicYearDateTimeField.java#128#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/chrono/GJChronology.java#203#class org.eclipse.jdt.core.dom.SynchronizedStatement
org/joda/time/chrono/GJChronology.java#204#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/chrono/GJChronology.java#205#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/GJChronology.java#478#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/chrono/GJChronology.java#1148#class org.eclipse.jdt.core.dom.SuperConstructorInvocation
org/joda/time/chrono/GJChronology.java#1149#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#1150#class org.eclipse.jdt.core.dom.MethodDeclaration
org/joda/time/chrono/GJChronology.java#627#class org.eclipse.jdt.core.dom.ConstructorInvocation
org/joda/time/chrono/GJChronology.java#628#class org.eclipse.jdt.core.dom.MethodDeclaration
org/joda/time/chrono/GJChronology.java#638#class org.eclipse.jdt.core.dom.ConstructorInvocation
org/joda/time/chrono/GJChronology.java#639#class org.eclipse.jdt.core.dom.MethodDeclaration
org/joda/time/chrono/GJChronology.java#649#class org.eclipse.jdt.core.dom.MethodDeclaration
org/joda/time/chrono/GJChronology.java#650#class org.eclipse.jdt.core.dom.SuperConstructorInvocation
org/joda/time/chrono/GJChronology.java#651#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#652#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GJChronology.java#653#class org.eclipse.jdt.core.dom.ExpressionStatement
