org/joda/time/Partial.java#219#class org.eclipse.jdt.core.dom.ThrowStatement
org/joda/time/DateTimeFieldType.java#378#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/BasicMonthOfYearDateTimeField.java#340#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/BasicMonthOfYearDateTimeField.java#345#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/field/BaseDurationField.java#38#unknown
org/joda/time/field/BaseDurationField.java#155#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/field/BaseDurationField.java#146#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/field/BaseDurationField.java#147#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/field/BaseDurationField.java#149#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/field/BaseDurationField.java#152#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/GregorianChronology.java#132#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GregorianChronology.java#131#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/DurationFieldType.java#294#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/DurationFieldType.java#298#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/field/BaseDateTimeField.java#818#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/field/BaseDateTimeField.java#804#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/BaseChronology.java#213#class org.eclipse.jdt.core.dom.MethodDeclaration
org/joda/time/chrono/BaseChronology.java#202#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/BaseChronology.java#207#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/BaseChronology.java#199#class org.eclipse.jdt.core.dom.ForStatement
org/joda/time/chrono/BaseChronology.java#200#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/chrono/BaseChronology.java#201#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/field/BaseDateTimeField.java#758#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/field/BaseDateTimeField.java#772#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/BaseChronology.java#192#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/BaseChronology.java#184#class org.eclipse.jdt.core.dom.ForStatement
org/joda/time/chrono/BaseChronology.java#185#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/chrono/BaseChronology.java#186#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/chrono/BaseChronology.java#187#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/BaseChronology.java#183#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/base/AbstractPartial.java#105#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/DurationFieldType.java#284#class org.eclipse.jdt.core.dom.SwitchStatement
org/joda/time/DurationFieldType.java#282#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/DateTimeFieldType.java#496#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/DateTimeFieldType.java#492#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/GregorianChronology.java#171#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/DateTimeFieldType.java#482#class org.eclipse.jdt.core.dom.SwitchStatement
org/joda/time/DateTimeFieldType.java#480#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ISOChronology.java#102#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/DateTimeUtils.java#285#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/base/AbstractPartial.java#55#class org.eclipse.jdt.core.dom.MethodDeclaration
org/joda/time/base/AbstractPartial.java#54#class org.eclipse.jdt.core.dom.SuperConstructorInvocation
org/joda/time/chrono/BasicYearDateTimeField.java#116#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/field/OffsetDateTimeField.java#166#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/field/DividedDateTimeField.java#131#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/AssembledChronology.java#107#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/AssembledChronology.java#108#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/GregorianChronology.java#221#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/ISOChronology.java#77#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/ISOChronology.java#86#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/ISOChronology.java#108#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ISOChronology.java#107#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ISOChronology.java#110#class org.eclipse.jdt.core.dom.SynchronizedStatement
org/joda/time/chrono/ISOChronology.java#111#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ISOChronology.java#112#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/ISOChronology.java#101#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/ISOChronology.java#96#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/ISOChronology.java#104#class org.eclipse.jdt.core.dom.SynchronizedStatement
org/joda/time/chrono/ISOChronology.java#105#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ISOChronology.java#106#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/ISOChronology.java#99#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/chrono/ISOChronology.java#100#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/field/DividedDateTimeField.java#129#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/DateTimeUtils.java#114#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/DateTimeUtils.java#115#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/DateTimeUtils.java#116#class org.eclipse.jdt.core.dom.MethodDeclaration
org/joda/time/DateTimeUtils.java#547#class org.eclipse.jdt.core.dom.MethodDeclaration
org/joda/time/DateTimeUtils.java#548#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/DateTimeUtils.java#549#class org.eclipse.jdt.core.dom.MethodDeclaration
org/joda/time/DateTimeUtils.java#161#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/DateTimeUtils.java#162#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/DateTimeUtils.java#165#class org.eclipse.jdt.core.dom.MethodDeclaration
org/joda/time/DateTimeUtils.java#100#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/DateTimeUtils.java#101#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/DateTimeUtils.java#102#class org.eclipse.jdt.core.dom.MethodDeclaration
org/joda/time/DateTimeUtils.java#287#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/GJEraDateTimeField.java#132#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/GJEraDateTimeField.java#128#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/ISOChronology.java#133#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/DateTimeZone.java#182#class org.eclipse.jdt.core.dom.SynchronizedStatement
org/joda/time/DateTimeZone.java#183#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/DateTimeZone.java#184#class org.eclipse.jdt.core.dom.SynchronizedStatement
org/joda/time/DateTimeZone.java#185#class org.eclipse.jdt.core.dom.MethodDeclaration
org/joda/time/DateTimeZone.java#175#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/DateTimeZone.java#176#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/DateTimeZone.java#179#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/tz/CachedDateTimeZone.java#123#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/DateTimeZone.java#1273#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/ZonedChronology.java#190#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#191#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#192#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#193#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#194#class org.eclipse.jdt.core.dom.MethodDeclaration
org/joda/time/chrono/ZonedChronology.java#197#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/ZonedChronology.java#198#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/ZonedChronology.java#200#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/ZonedChronology.java#201#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/ZonedChronology.java#203#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/chrono/ZonedChronology.java#204#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#205#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/ZonedChronology.java#209#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/ZonedChronology.java#212#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/ZonedChronology.java#215#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/chrono/ZonedChronology.java#220#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#221#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/field/UnsupportedDurationField.java#218#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/ZonedChronology.java#404#class org.eclipse.jdt.core.dom.SuperConstructorInvocation
org/joda/time/chrono/ZonedChronology.java#405#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/ZonedChronology.java#408#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#409#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#410#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#411#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#412#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#413#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#414#class org.eclipse.jdt.core.dom.MethodDeclaration
org/joda/time/chrono/ZonedChronology.java#81#class org.eclipse.jdt.core.dom.SuperConstructorInvocation
org/joda/time/chrono/ZonedChronology.java#82#class org.eclipse.jdt.core.dom.MethodDeclaration
org/joda/time/chrono/ZonedChronology.java#281#class org.eclipse.jdt.core.dom.SuperConstructorInvocation
org/joda/time/chrono/ZonedChronology.java#282#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/ZonedChronology.java#285#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#286#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#287#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#288#class org.eclipse.jdt.core.dom.MethodDeclaration
org/joda/time/chrono/ZonedChronology.java#295#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/ZonedChronology.java#55#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/ZonedChronology.java#58#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#59#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/ZonedChronology.java#62#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/ZonedChronology.java#65#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/ZonedChronology.java#71#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/ZonedChronology.java#85#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/ZonedChronology.java#150#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/chrono/ZonedChronology.java#154#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#155#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#156#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#157#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#158#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#159#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#160#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#162#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#163#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#164#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#165#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#166#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#170#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#171#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#172#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#173#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#174#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#175#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#176#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#177#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#178#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#179#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#180#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#181#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#183#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#184#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#185#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#186#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#187#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#188#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ZonedChronology.java#189#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/field/ScaledDurationField.java#109#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/AssembledChronology.java#315#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/field/ImpreciseDateTimeField.java#161#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/BasicDayOfYearDateTimeField.java#57#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/BasicWeekOfWeekyearDateTimeField.java#59#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/field/ScaledDurationField.java#150#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/field/ScaledDurationField.java#151#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/field/MillisDurationField.java#155#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/field/PreciseDurationField.java#143#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/field/PreciseDurationField.java#144#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/field/PreciseDurationField.java#145#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/field/ZeroIsMaxDateTimeField.java#102#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/BasicYearDateTimeField.java#112#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/BasicMonthOfYearDateTimeField.java#335#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/field/PreciseDurationField.java#142#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/chrono/BasicWeekyearDateTimeField.java#221#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/field/ScaledDurationField.java#147#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/field/ScaledDurationField.java#148#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/field/ScaledDurationField.java#149#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/field/MillisDurationField.java#49#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/field/BaseDateTimeField.java#726#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/GJDayOfWeekDateTimeField.java#95#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/field/DecoratedDurationField.java#69#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/field/DividedDateTimeField.java#128#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/field/RemainderDateTimeField.java#173#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/field/RemainderDateTimeField.java#180#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/DateTimeUtils.java#284#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/BasicWeekyearDateTimeField.java#209#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/field/BaseDurationField.java#55#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/BasicDayOfMonthDateTimeField.java#52#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/BasicMonthOfYearDateTimeField.java#316#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/BasicYearDateTimeField.java#96#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/ISOYearOfEraDateTimeField.java#53#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/ISOYearOfEraDateTimeField.java#94#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/ISOYearOfEraDateTimeField.java#98#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/ISOChronology.java#65#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ISOChronology.java#66#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ISOChronology.java#67#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ISOChronology.java#68#unknown
org/joda/time/chrono/ISOChronology.java#122#class org.eclipse.jdt.core.dom.SuperConstructorInvocation
org/joda/time/chrono/ISOChronology.java#123#class org.eclipse.jdt.core.dom.MethodDeclaration
org/joda/time/chrono/ISOChronology.java#169#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/ISOChronology.java#171#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ISOChronology.java#173#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ISOChronology.java#175#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ISOChronology.java#177#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/ISOChronology.java#180#class org.eclipse.jdt.core.dom.MethodDeclaration
org/joda/time/chrono/ISOChronology.java#63#class org.eclipse.jdt.core.dom.FieldDeclaration
org/joda/time/chrono/ISOYearOfEraDateTimeField.java#48#class org.eclipse.jdt.core.dom.SuperConstructorInvocation
org/joda/time/chrono/ISOYearOfEraDateTimeField.java#49#class org.eclipse.jdt.core.dom.MethodDeclaration
org/joda/time/chrono/ISOYearOfEraDateTimeField.java#42#class org.eclipse.jdt.core.dom.FieldDeclaration
org/joda/time/chrono/GregorianChronology.java#81#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/field/PreciseDateTimeField.java#123#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/field/PreciseDurationDateTimeField.java#142#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/BasicChronology.java#146#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/BasicChronology.java#143#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/GregorianChronology.java#45#unknown
org/joda/time/chrono/GregorianChronology.java#148#class org.eclipse.jdt.core.dom.SuperConstructorInvocation
org/joda/time/chrono/GregorianChronology.java#100#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/GregorianChronology.java#111#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/GregorianChronology.java#115#class org.eclipse.jdt.core.dom.SynchronizedStatement
org/joda/time/chrono/GregorianChronology.java#116#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/chrono/GregorianChronology.java#117#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/GregorianChronology.java#118#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GregorianChronology.java#119#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GregorianChronology.java#122#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GregorianChronology.java#126#class org.eclipse.jdt.core.dom.TryStatement
org/joda/time/chrono/GregorianChronology.java#127#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/GregorianChronology.java#128#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/GregorianChronology.java#129#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GregorianChronology.java#149#class org.eclipse.jdt.core.dom.MethodDeclaration
org/joda/time/chrono/GregorianChronology.java#68#class org.eclipse.jdt.core.dom.FieldDeclaration
org/joda/time/chrono/GregorianChronology.java#135#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GregorianChronology.java#137#class org.eclipse.jdt.core.dom.SynchronizedStatement
org/joda/time/chrono/GregorianChronology.java#138#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/GregorianChronology.java#71#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GregorianChronology.java#191#class org.eclipse.jdt.core.dom.IfStatement
org/joda/time/chrono/GregorianChronology.java#192#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/GregorianChronology.java#194#class org.eclipse.jdt.core.dom.MethodDeclaration
org/joda/time/chrono/GregorianChronology.java#72#unknown
org/joda/time/chrono/GregorianChronology.java#225#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/GregorianChronology.java#229#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/GregorianChronology.java#237#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/BasicGJChronology.java#58#class org.eclipse.jdt.core.dom.ForStatement
org/joda/time/chrono/BasicGJChronology.java#59#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/joda/time/chrono/BasicGJChronology.java#61#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/BasicGJChronology.java#62#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/BasicGJChronology.java#64#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/BasicGJChronology.java#66#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/BasicGJChronology.java#67#class org.eclipse.jdt.core.dom.ExpressionStatement
org/joda/time/chrono/BasicGJChronology.java#69#unknown
org/joda/time/chrono/BasicChronology.java#699#class org.eclipse.jdt.core.dom.ReturnStatement
org/joda/time/chrono/BasicGJChronology.java#75#class org.eclipse.jdt.core.dom.SuperConstructorInvocation
org/joda/time/chrono/BasicGJChronology.java#76#class org.eclipse.jdt.core.dom.MethodDeclaration
org/joda/time/chrono/BasicGJChronology.java#42#class org.eclipse.jdt.core.dom.FieldDeclaration
