org/jsoup/nodes/LeafNode.java#94#class org.eclipse.jdt.core.dom.ThrowStatement
org/jsoup/parser/TokenQueue.java#13#class org.eclipse.jdt.core.dom.FieldDeclaration
org/jsoup/parser/HtmlTreeBuilderState.java#1476#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/HtmlTreeBuilderState.java#1475#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/HtmlTreeBuilderState.java#302#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/HtmlTreeBuilderState.java#305#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/HtmlTreeBuilderState.java#1483#class org.eclipse.jdt.core.dom.ForStatement
org/jsoup/parser/HtmlTreeBuilderState.java#1484#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/HtmlTreeBuilderState.java#1485#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/select/Collector.java#46#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/select/Collector.java#48#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/select/Collector.java#52#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/select/Collector.java#37#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/select/Collector.java#38#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/select/Collector.java#39#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/select/Collector.java#40#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/select/Collector.java#43#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/select/Collector.java#26#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/select/Collector.java#27#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/select/Collector.java#28#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/select/Collector.java#44#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/select/Collector.java#45#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/select/Collector.java#36#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/helper/ChangeNotifyingArrayList.java#36#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/helper/ChangeNotifyingArrayList.java#37#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/nodes/Node.java#438#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/nodes/Node.java#439#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/nodes/Node.java#440#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/nodes/Node.java#441#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/nodes/Node.java#442#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/nodes/Node.java#443#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/nodes/Node.java#502#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/select/Evaluator.java#25#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/select/Evaluator.java#26#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/HtmlTreeBuilder.java#448#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/HtmlTreeBuilder.java#449#class org.eclipse.jdt.core.dom.BreakStatement
org/jsoup/parser/HtmlTreeBuilderState.java#655#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/HtmlTreeBuilder.java#483#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/HtmlTreeBuilder.java#575#class org.eclipse.jdt.core.dom.WhileStatement
org/jsoup/parser/HtmlTreeBuilder.java#578#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/HtmlTreeBuilder.java#482#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/HtmlTreeBuilder.java#509#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/HtmlTreeBuilder.java#481#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/select/Elements.java#23#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/select/Elements.java#24#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/HtmlTreeBuilderState.java#564#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/HtmlTreeBuilderState.java#562#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/HtmlTreeBuilderState.java#563#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/HtmlTreeBuilder.java#340#class org.eclipse.jdt.core.dom.BreakStatement
org/jsoup/parser/HtmlTreeBuilder.java#342#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/HtmlTreeBuilder.java#336#class org.eclipse.jdt.core.dom.ForStatement
org/jsoup/parser/HtmlTreeBuilder.java#337#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/HtmlTreeBuilder.java#338#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/HtmlTreeBuilder.java#339#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/HtmlTreeBuilderState.java#266#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/HtmlTreeBuilderState.java#268#class org.eclipse.jdt.core.dom.BreakStatement
org/jsoup/parser/HtmlTreeBuilderState.java#264#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/HtmlTreeBuilderState.java#265#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/HtmlTreeBuilderState.java#256#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/HtmlTreeBuilder.java#167#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/HtmlTreeBuilderState.java#260#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/HtmlTreeBuilderState.java#255#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/HtmlTreeBuilderState.java#301#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/nodes/Node.java#474#class org.eclipse.jdt.core.dom.ForStatement
org/jsoup/nodes/Node.java#477#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/nodes/Node.java#472#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/TokeniserState.java#106#class org.eclipse.jdt.core.dom.BreakStatement
org/jsoup/parser/TokeniserState.java#125#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/TokeniserState.java#129#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/TokeniserState.java#130#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/TokeniserState.java#131#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/TokeniserState.java#139#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/TokeniserState.java#105#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/HtmlTreeBuilder.java#480#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/TokeniserState.java#28#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/TokeniserState.java#27#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/CharacterReader.java#229#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/CharacterReader.java#230#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/CharacterReader.java#231#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/CharacterReader.java#232#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/CharacterReader.java#234#class org.eclipse.jdt.core.dom.WhileStatement
org/jsoup/parser/CharacterReader.java#235#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/CharacterReader.java#236#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/CharacterReader.java#238#class org.eclipse.jdt.core.dom.ExpressionStatement
org/jsoup/parser/CharacterReader.java#239#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/CharacterReader.java#241#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/Tokeniser.java#55#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/Tokeniser.java#56#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/Tokeniser.java#54#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/HtmlTreeBuilder.java#267#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/nodes/Document.java#569#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/HtmlTreeBuilder.java#264#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/HtmlTreeBuilder.java#259#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/HtmlTreeBuilder.java#260#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/HtmlTreeBuilder.java#268#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/HtmlTreeBuilder.java#269#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/HtmlTreeBuilder.java#262#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/HtmlTreeBuilder.java#477#class org.eclipse.jdt.core.dom.ForStatement
org/jsoup/parser/HtmlTreeBuilder.java#478#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/HtmlTreeBuilder.java#499#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/HtmlTreeBuilder.java#479#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/HtmlTreeBuilder.java#467#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/HtmlTreeBuilder.java#468#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/HtmlTreeBuilder.java#473#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/HtmlTreeBuilder.java#474#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/HtmlTreeBuilder.java#444#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/HtmlTreeBuilder.java#447#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/HtmlTreeBuilder.java#429#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/HtmlTreeBuilder.java#432#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/HtmlTreeBuilder.java#435#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/HtmlTreeBuilder.java#438#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/HtmlTreeBuilder.java#441#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/HtmlTreeBuilder.java#423#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/HtmlTreeBuilder.java#426#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/HtmlTreeBuilder.java#417#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/HtmlTreeBuilder.java#418#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/HtmlTreeBuilder.java#461#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/HtmlTreeBuilder.java#415#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/HtmlTreeBuilder.java#416#class org.eclipse.jdt.core.dom.ForStatement
org/jsoup/parser/HtmlTreeBuilder.java#422#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/Tokeniser.java#82#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/Tokeniser.java#83#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/Tokeniser.java#91#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/select/NodeTraversor.java#58#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/nodes/LeafNode.java#89#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/Token.java#293#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/Token.java#294#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/nodes/TextNode.java#20#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/Token.java#373#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/Token.java#377#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/Token.java#298#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/Token.java#299#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/Token.java#303#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/nodes/TextNode.java#21#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/nodes/TextNode.java#22#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/Tokeniser.java#73#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/Tokeniser.java#74#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/HtmlTreeBuilder.java#633#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/HtmlTreeBuilder.java#592#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/HtmlTreeBuilder.java#631#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/HtmlTreeBuilder.java#632#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/HtmlTreeBuilderState.java#279#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/HtmlTreeBuilderState.java#281#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/HtmlTreeBuilderState.java#282#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/helper/StringUtil.java#182#class org.eclipse.jdt.core.dom.ReturnStatement
